,Hauptkategorie,Subkategorie_1,Subkategorie_2,Ist 2018,Soll 2019,Soll 2020,Ist 2021,Ist 2022,Ist 2023,Soll 2024,Soll 2025,Plan 2026,Plan 2027,Plan 2028,Produktgruppe,Subprodukt,Ist 2023 %,Percentagechange Ist 2018 vs. Ist 2023,Ist 2018 %
358,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-100.0,-100.0,0
359,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl subventionierte Betreuungstage in Kitas,121940.0,123000.0,156000.0,154106.0,164589.0,172087.0,183000.0,185000.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,41.124323437756274,41.1,0
360,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl subventionierte Betreuungsstunden von Kindern in Tagesfamilien,42034.0,40000.0,43000.0,38312.0,43193.0,44650.0,40000.0,45000.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,6.223533330161298,6.2,0
361,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Elternbeiträge pro Jahr in CHF,3647546.0,4000000.0,4600000.0,5809566.0,6508736.0,7042221.0,7000000.0,7450000.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,93.06736638825117,93.1,0
362,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Kostendeckungsgrad in %,29.0,30.0,28.0,34.0,35.0,36.0,34.0,35.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,24.137931034482758,24.1,0
363,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Maximale städtischer Beitrag pro Betreuungstag à 11 Std. in CHF (2),92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,0.0,0.0,0
364,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Anzahl subventionierte Betreuungsverträge in Kitas (1),919.0,980.0,1170.0,1156.0,1168.0,1176.0,1300.0,1300.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,27.9651795429815,28.0,0
365,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Anzahl subventionierte Betreuungsverträge in Tagesfamilien (1),92.0,70.0,100.0,90.0,57.0,71.0,60.0,70.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-22.82608695652174,-22.8,0
366,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Durchschnittlicher städtischer Beitrag pro Betreuungstag in Kitas,78.0,77.0,78.0,75.0,70.0,74.0,73.0,74.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-5.128205128205128,-5.1,0
367,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Durchschnittlicher städtischer Beitrag pro Betreuungsstunde in Tagesfamilien,8.12,8.0,8.0,7.9,8.05,8.03,8.0,8.0,,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-1.1083743842364515,-1.1,0
368,Nettokosten,Kosten,Kosten,3859027.0,3982208.0,4473004.0,4226445.0,4128474.0,4454106.0,4945191.0,5053725.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,15.420441473977768,15.4,0
369,Nettokosten,Erlös,Erlös,3859027.0,3982208.0,4476087.0,4137704.0,4048078.0,4429118.0,4919411.0,5063075.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,14.772920738828727,14.8,0
370,Nettokosten,Nettokosten,Nettokosten,0.0,0.0,-3083.0,88741.0,80396.0,24988.0,25780.0,-9350.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
371,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,100.0,100.0,100.0,98.0,98.0,99.0,99.0,100.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,-1.0,-1.0,0
372,Operative Ziele,Das Kinder- und Jugendheim Oberi stellt Plätze für Wohnen und Erziehen zur Verfügung.,Angebotene Plätze (Stichtag 1.9.),32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
373,Operative Ziele,Belegte Plätze total (Stichtag 1.9.) (1 Platz = 360 Betreuungstage) Das Kinder- und Jugendheim Oberi führt unter Einbezug der Bezugspersonen des Kindes pro betreutes Kind eine professionelle Erziehungs- und Förderplanung durch,Belegte Plätze total (Stichtag 1.9.) (1 Platz = 360 Betreuungstage) Das Kinder- und Jugendheim Oberi führt unter Einbezug der Bezugspersonen des Kindes pro betreutes Kind eine professionelle Erziehungs- und Förderplanung durch,29.0,29.0,30.0,29.0,28.0,29.0,30.0,30.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
374,Operative Ziele,Belegte Plätze total (Stichtag 1.9.) (1 Platz = 360 Betreuungstage) Das Kinder- und Jugendheim Oberi führt unter Einbezug der Bezugspersonen des Kindes pro betreutes Kind eine professionelle Erziehungs- und Förderplanung durch,Anteil (in %) Kinder mit dokumentierten Förderplänen (2 pro Jahr),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
375,Leistungsmengen,Tagestaxen pro Platz und Tag in CHF,Tagestaxen pro Platz und Tag in CHF,245.0,245.0,245.0,245.0,344.0,399.0,403.0,403.0,,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,62.857142857142854,62.9,0
376,Nettokosten,Kosten,Kosten,17654366.0,17653761.0,21176188.0,24294713.0,26591232.0,30772926.0,29714966.0,35504854.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,74.30773781397757,74.3,0
377,Nettokosten,Erlös,Erlös,7832857.0,8261152.0,8956152.0,8394744.0,10504960.0,10685593.0,11431060.0,13560050.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,36.4201210362962,36.4,0
378,Nettokosten,Nettokosten,Nettokosten,9821509.0,9392609.0,12220036.0,15899968.0,16086272.0,20087333.0,18283906.0,21944804.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,104.52389749884668,104.5,0
379,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,44.0,47.0,42.0,35.0,40.0,35.0,38.0,38.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,-20.454545454545457,-20.5,0
380,Operative Ziele,Jedes Kind hat seinen Betreuungsplatz nach Bedarf Anteil nach der Anmeldung aufgenommener Kinder in %,Jedes Kind hat seinen Betreuungsplatz nach Bedarf Anteil nach der Anmeldung aufgenommener Kinder in %,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,0.0,0.0,0
381,Leistungsmengen,Anzahl Plätze,"in Tagesschule (Kindergarten, Primarstufe) Stichtag 31.12.",1597.0,1597.0,1685.0,1909.0,2074.0,2008.0,2004.0,2116.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,25.735754539762052,25.7,0
382,Leistungsmengen,Anzahl Plätze,Mittagstische (Sekundarstufe),79.0,100.0,100.0,100.0,212.0,216.0,212.0,216.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,173.41772151898732,173.4,0
383,Leistungsmengen,Anzahl betreute Schüler:innen (Stichtag 31.12.),Anzahl betreute Schüler:innen (Stichtag 31.12.),3169.0,3100.0,3400.0,3545.0,3946.0,4203.0,4222.0,4700.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,32.6285894603976,32.6,0
384,Leistungsmengen,"Anteil (in %) der betreuten Schüler:innen (Kindergarten und Primarschule, Stichtag 31.12.)","Anteil (in %) der betreuten Schüler:innen (Kindergarten und Primarschule, Stichtag 31.12.)",36.0,36.0,37.0,38.0,41.0,43.0,43.0,47.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,19.444444444444446,19.4,0
385,Leistungsmengen,Durchschnittliche Kosten pro Betreuungsstunde,"in Tagesschule (Kindergarten, Primarstufe, Mittagstisch Sek)",7.8,8.12,8.8,7.93,7.28,8.13,7.43,7.93,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,4.230769230769243,4.2,0
386,Leistungsmengen,Durchschnittliche Kosten pro Betreuungsstunde,Anzahl Standorte,36.0,36.0,36.0,36.0,37.0,37.0,38.0,26.0,,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,2.7777777777777777,2.8,0
387,1 Finanzen / Wirtschaftlichkeit,Ausgaben für Sport pro Einwohner/Einwohnerin (1) in CHF,Ausgaben für Sport pro Einwohner/Einwohnerin (1) in CHF,128.0,117.0,120.0,129.0,122.0,123.0,135.0,125.0,132.0,126.0,146.0,Sportamt (590),Sportamt (590),-3.90625,-3.9,0
388,1 Finanzen / Wirtschaftlichkeit,Kostendeckungsgrad Sportamt mit Kapitalkosten,Kostendeckungsgrad Sportamt mit Kapitalkosten,22.0,23.0,22.0,20.0,24.0,25.0,22.0,24.0,22.0,23.0,20.0,Sportamt (590),Sportamt (590),13.636363636363635,13.6,0
389,1 Finanzen / Wirtschaftlichkeit,Kostendeckungsgrad Sportamt ohne Kapitalkosten,Kostendeckungsgrad Sportamt ohne Kapitalkosten,39.0,40.0,37.0,33.0,37.0,38.0,33.0,34.0,34.0,35.0,29.0,Sportamt (590),Sportamt (590),-2.564102564102564,-2.6,0
390,1 Finanzen / Wirtschaftlichkeit,Beitrag Jugendsportförderung in CHF,Beitrag Jugendsportförderung in CHF,245000.0,245000.0,245000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,300000.0,Sportamt (590),Sportamt (590),22.448979591836736,22.4,0
391,2 Qualität,In den Zwischenjahren werden vier Schwerpunkte befragt oder ausgewertet.,Energieverbrauch (5),880989.0,870386.0,888575.0,841724.0,951759.0,1136997.0,1326571.0,1318771.0,1319271.0,1319271.0,1319271.0,Sportamt (590),Sportamt (590),29.0591596489854,29.1,0
392,3 Kundenorientierung und Imagepflege,Anzahl verkaufte Sportpässe pro Jahr,Anzahl verkaufte Sportpässe pro Jahr,17689.0,17000.0,18000.0,11184.0,16125.0,16359.0,18000.0,17000.0,17000.0,17000.0,17000.0,Sportamt (590),Sportamt (590),-7.518796992481203,-7.5,0
393,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Hallen- und Freibad Geiselweid (2),Anzahl Eintritte Hallen- und Freibad Geiselweid (2),348819.0,350000.0,350000.0,203751.0,327434.0,357101.0,350000.0,360000.0,360000.0,360000.0,360000.0,Sportamt (590),Sportamt (590),2.3742972716509136,2.4,0
394,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),80005.0,80000.0,80000.0,60644.0,84308.0,84878.0,85000.0,85000.0,85000.0,85000.0,85000.0,Sportamt (590),Sportamt (590),6.0908693206674585,6.1,0
395,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),Mädchen,1969.0,1900.0,2000.0,2177.0,2048.0,2122.0,2200.0,2200.0,2200.0,2200.0,2200.0,Sportamt (590),Sportamt (590),7.770441848654139,7.8,0
396,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),Knaben,3601.0,3400.0,3600.0,3764.0,3378.0,3680.0,3800.0,3800.0,3800.0,3800.0,3800.0,Sportamt (590),Sportamt (590),2.1938350458206055,2.2,0
397,Globalkredit,Nettokosten / Globalkredit,Nettokosten / Globalkredit,14672918.0,13544264.0,14337338.0,15117366.0,14466667.0,14888456.0,16414521.0,15529809.0,16329270.0,15819702.0,15789536.0,Sportamt (590),Sportamt (590),1.4689511656781562,1.5,0
398,Globalkredit,Nettokosten / Globalkredit,Personalkosten,4783067.0,4859557.0,5056093.0,5049050.0,5262457.0,5378928.0,5738798.0,5890649.0,5887263.0,5907725.0,5890725.0,Sportamt (590),Sportamt (590),12.457718029038691,12.5,0
399,Globalkredit,Nettokosten / Globalkredit,Sachkosten,4134407.0,3805854.0,4129883.0,3693940.0,4335634.0,4973730.0,5494515.0,5145554.0,5590054.0,5040054.0,5035054.0,Sportamt (590),Sportamt (590),20.300928283064536,20.3,0
400,Globalkredit,Nettokosten / Globalkredit,Informatikkosten,,248254.0,238595.0,259609.0,305703.0,295553.0,366045.0,354606.0,316606.0,316606.0,316606.0,Sportamt (590),Sportamt (590),0.0,0.0,0
401,Globalkredit,Nettokosten / Globalkredit,Beiträge an Dritte,905883.0,830000.0,830000.0,1376089.0,1686003.0,1479879.0,1742040.0,1548107.0,1548107.0,1542040.0,1542040.0,Sportamt (590),Sportamt (590),63.36314954580228,63.4,0
402,Globalkredit,Nettokosten / Globalkredit,Residualkosten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportamt (590),Sportamt (590),0.0,0.0,0
403,Globalkredit,Nettokosten / Globalkredit,Kalk. Abschreibungen und Zinsen / Finanzaufwand,8478728.0,7431672.0,7514328.0,7631859.0,6749992.0,6898866.0,7068871.0,6807079.0,7052901.0,7078862.0,7070622.0,Sportamt (590),Sportamt (590),-18.633243099672498,-18.6,0
404,Globalkredit,Nettokosten / Globalkredit,Mietkosten,283651.0,281650.0,301700.0,302987.0,318897.0,315640.0,318450.0,316050.0,316050.0,316050.0,316050.0,Sportamt (590),Sportamt (590),11.277591124304163,11.3,0
405,Globalkredit,Nettokosten / Globalkredit,Übrige Kosten,174664.0,185760.0,195549.0,241553.0,292450.0,406569.0,364983.0,327360.0,330585.0,330660.0,330735.0,Sportamt (590),Sportamt (590),132.7720652223698,132.8,0
406,Globalkredit,Nettokosten / Globalkredit,Kosten inkl. Verrechnung,18760400.0,17642747.0,18266148.0,18555087.0,18951135.0,19749165.0,21093703.0,20389404.0,21041565.0,20531997.0,20501831.0,Sportamt (590),Sportamt (590),5.2704899682309545,5.3,0
407,Globalkredit,Nettokosten / Globalkredit,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportamt (590),Sportamt (590),0.0,0.0,0
408,Globalkredit,Total effektive Kosten,Total effektive Kosten,18760400.0,17642747.0,18266148.0,18555087.0,18951135.0,19749165.0,21093703.0,20389404.0,21041565.0,20531997.0,20501831.0,Sportamt (590),Sportamt (590),5.2704899682309545,5.3,0
409,Globalkredit,Total effektive Kosten,Verkäufe,144637.0,131500.0,131500.0,93589.0,146457.0,154625.0,120000.0,150000.0,150000.0,150000.0,150000.0,Sportamt (590),Sportamt (590),6.905563583315473,6.9,0
410,Globalkredit,Total effektive Kosten,Gebühren,3492536.0,3517100.0,3391600.0,2773015.0,3828303.0,4193215.0,4101110.0,4247140.0,4197140.0,4197140.0,4197140.0,Sportamt (590),Sportamt (590),20.06218404047947,20.1,0
411,Globalkredit,Total effektive Kosten,Übrige externe Erlöse,215905.0,260909.0,217090.0,379609.0,298528.0,290758.0,268011.0,267615.0,170315.0,170315.0,170315.0,Sportamt (590),Sportamt (590),34.66941478891179,34.7,0
412,Globalkredit,Total effektive Kosten,Beiträge von Dritten,14200.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportamt (590),Sportamt (590),-100.0,-100.0,0
413,Globalkredit,Total effektive Kosten,Interne Erlöse,220205.0,188974.0,3928810.0,187508.0,211180.0,222111.0,190061.0,194840.0,194840.0,194840.0,194840.0,Sportamt (590),Sportamt (590),0.8655570945255557,0.9,0
414,Globalkredit,Total effektive Kosten,Erlöse inkl. Verrechnung,4087483.0,4098483.0,,3437721.0,4484468.0,4860709.0,4679182.0,4859595.0,4712295.0,4712295.0,4712295.0,Sportamt (590),Sportamt (590),18.91692271258376,18.9,0
415,Globalkredit,Total effektive Kosten,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportamt (590),Sportamt (590),0.0,0.0,0
416,Globalkredit,Total effektive Erlöse,Total effektive Erlöse,4087483.0,4098483.0,3928810.0,3437721.0,4484468.0,4860709.0,4679182.0,4859595.0,4712295.0,4712295.0,4712295.0,Sportamt (590),Sportamt (590),18.91692271258376,18.9,0
417,Globalkredit,Total Nettokosten / Globalkredit (finanziert durch Steuern),Total Nettokosten / Globalkredit (finanziert durch Steuern),14672918.0,13544264.0,14337338.0,15117366.0,14466667.0,14888456.0,16414521.0,15529809.0,16329270.0,15819702.0,15789536.0,Sportamt (590),Sportamt (590),1.4689511656781562,1.5,0
418,Globalkredit,Kostendeckungsgrad in %,Kostendeckungsgrad in %,22.0,23.0,22.0,19.0,24.0,25.0,22.0,24.0,22.0,23.0,23.0,Sportamt (590),Sportamt (590),13.636363636363635,13.6,0
419,Stellenplan,Personal,Stelleneinheiten,42.9,39.92,40.92,43.3,46.0,46.7,45.0,46.3,,,,Sportamt (590),Sportamt (590),8.85780885780887,8.9,0
420,Stellenplan,Personal,Auszubildende,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,,,Sportamt (590),Sportamt (590),28.57142857142857,28.6,0
421,Stellenplan,Personal,davon KV-Rotationsausbildungsplätze,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,Sportamt (590),Sportamt (590),-100.0,-100.0,0
422,Nettokosten,Kosten,Kosten,5842098.0,5928587.0,6009362.0,5161297.0,5483762.0,5776805.0,5946801.0,6092888.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-1.1176293174130252,-1.1,0
423,Nettokosten,Erlös,Erlös,2235890.0,2325043.0,2164804.0,1563382.0,2064424.0,2372457.0,2228170.0,2387680.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,6.107948065423612,6.1,0
424,Nettokosten,Nettokosten,Nettokosten,3606208.0,3603544.0,3844558.0,3597915.0,3419337.0,3404348.0,3718631.0,3705208.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-5.597569524553215,-5.6,0
425,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,38.0,39.0,36.0,30.0,38.0,41.0,37.0,39.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,7.894736842105263,7.9,0
426,Operative Ziele,Finanzen: Kostengünstiger Betrieb des Hallen- und Freibades Geiselweid,Kostenüberschuss pro Eintritt (Eintritte Hallen- und Freibad) in Franken,10.34,10.3,10.97,17.66,10.44,9.53,10.62,10.37,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-7.833655705996137,-7.8,0
427,Operative Ziele,Kostendeckung Zusatzangebote Aqua Fitness in %,Kostendeckung Zusatzangebote Aqua Fitness in %,223.0,220.0,220.0,60.0,200.0,196.0,220.0,220.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-12.10762331838565,-12.1,0
428,Kostenüberschuss pro Eintritt (Eintritte Hallen- und Freibad) in,Öffnungszeiten des Hallenbades Geiselweid (Tage pro Jahr),Öffnungszeiten des Hallenbades Geiselweid (Tage pro Jahr),333.0,338.0,333.0,335.0,335.0,335.0,335.0,335.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,0.6006006006006006,0.6,0
429,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid (1),Anzahl Eintritte Hallen- und Freibad Geiselweid (1),348819.0,350000.0,350000.0,203751.0,327434.0,357101.0,350000.0,360000.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,2.3742972716509136,2.4,0
430,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag,1047.0,1035.0,1035.0,608.0,977.0,1066.0,1035.0,1075.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,1.8147086914995225,1.8,0
431,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Sommersaison (Mai - Mitte September) (2),Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Sommersaison (Mai - Mitte September) (2),1193.0,1120.0,1150.0,1005.0,1185.0,1254.0,1150.0,1200.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,5.113160100586756,5.1,0
432,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Wintersaison (Jan. - Mai und Mitte September - Ende Jahr) (2),Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Wintersaison (Jan. - Mai und Mitte September - Ende Jahr) (2),809.0,950.0,880.0,380.0,716.0,807.0,880.0,850.0,,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-0.2472187886279357,-0.2,0
433,Nettokosten,Kosten,Kosten,2230826.0,2169577.0,2137322.0,2057360.0,2191094.0,2169353.0,2086744.0,2055875.0,,,,Sportamt (590),Produkt 2 Quartierbäder,-2.755616081218347,-2.8,0
434,Nettokosten,Erlös,Erlös,14912.0,4000.0,4000.0,5169.0,1437.0,2450.0,4000.0,4000.0,,,,Sportamt (590),Produkt 2 Quartierbäder,-83.57027896995707,-83.6,0
435,Nettokosten,Nettokosten,Nettokosten,2215914.0,2165577.0,2133322.0,2052191.0,2189657.0,2166902.0,2082744.0,2051875.0,,,,Sportamt (590),Produkt 2 Quartierbäder,-2.2118186897144927,-2.2,0
436,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sportamt (590),Produkt 2 Quartierbäder,-100.0,-100.0,0
437,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Wülflingen in Franken,5.43,6.61,6.85,9.46,6.01,6.09,6.5,5.63,,,,Sportamt (590),Produkt 2 Quartierbäder,12.154696132596689,12.2,0
438,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Oberwinterthur in Franken,16.4,20.26,17.46,25.37,14.33,13.99,16.45,13.53,,,,Sportamt (590),Produkt 2 Quartierbäder,-14.695121951219503,-14.7,0
439,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Töss in Franken,9.35,9.79,9.63,15.99,10.79,8.99,10.12,9.41,,,,Sportamt (590),Produkt 2 Quartierbäder,-3.8502673796791385,-3.9,0
440,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Wolfensberg in Franken,4.64,5.77,5.7,7.25,5.27,4.85,5.78,4.81,,,,Sportamt (590),Produkt 2 Quartierbäder,4.525862068965517,4.5,0
441,Operative Ziele,Davon Betriebsbeitrag pro Eintritt Quartierbäder Total in Franken,Davon Betriebsbeitrag pro Eintritt Quartierbäder Total in Franken,1.74,2.09,2.04,3.04,1.81,1.73,2.04,1.7,,,,Sportamt (590),Produkt 2 Quartierbäder,-0.5747126436781614,-0.6,0
442,Leistungsmengen,Erhaltung des Angebotes Anzahl Freibäder,Erhaltung des Angebotes Anzahl Freibäder,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,Sportamt (590),Produkt 2 Quartierbäder,0.0,0.0,0
443,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,"Anzahl Eintritte Quartierbäder Total, inkl. Saunen (1)",263759.0,220000.0,225000.0,151214.0,254083.0,266337.0,225000.0,260000.0,,,,Sportamt (590),Produkt 2 Quartierbäder,0.9774074060032075,1.0,0
444,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Wülflingen (2),86694.0,75000.0,75000.0,48366.0,84432.0,86634.0,75000.0,85000.0,,,,Sportamt (590),Produkt 2 Quartierbäder,-0.06920894179527995,-0.1,0
445,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Oberwinterthur (3),58933.0,45000.0,50000.0,34550.0,59370.0,60816.0,50000.0,60000.0,,,,Sportamt (590),Produkt 2 Quartierbäder,3.195153818743319,3.2,0
446,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Töss (4),48921.0,45000.0,45000.0,25360.0,45355.0,51302.0,45000.0,50000.0,,,,Sportamt (590),Produkt 2 Quartierbäder,4.867030518591198,4.9,0
447,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Wolfensberg (5),69211.0,55000.0,55000.0,42938.0,64926.0,67585.0,55000.0,65000.0,,,,Sportamt (590),Produkt 2 Quartierbäder,-2.349337533051105,-2.3,0
448,Nettokosten,Kosten,Kosten,2941611.0,3038403.0,3119677.0,3515538.0,3653241.0,3849963.0,4105815.0,4095411.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,30.879405876575795,30.9,0
449,Nettokosten,Erlös,Erlös,832415.0,832080.0,821780.0,1104434.0,1424052.0,1542878.0,1484600.0,1529360.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,85.34961527603419,85.3,0
450,Nettokosten,Nettokosten,Nettokosten,2109196.0,2206323.0,2297897.0,2411104.0,2229189.0,2307086.0,2621215.0,2566051.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,9.382248022469225,9.4,0
451,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,28.0,27.0,26.0,31.0,39.0,40.0,36.0,37.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,42.857142857142854,42.9,0
452,Operative Ziele,Finanzen: Kostengünstiger Betrieb der Eishalle Deutweg,Kostenüberschuss pro Eintritt in Franken,26.36,27.58,28.73,39.76,26.44,27.18,30.84,30.19,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,3.110773899848256,3.1,0
453,Leistungsmengen,Angebot: Erhaltung des Angebotes Öffnungszeiten der Eishalle Deutweg (Tage pro Eissaison),Angebot: Erhaltung des Angebotes Öffnungszeiten der Eishalle Deutweg (Tage pro Eissaison),247.0,235.0,247.0,245.0,249.0,242.0,251.0,256.0,,,,Sportamt (590),Produkt 3 Eissportanlage Deutweg,-2.0242914979757085,-2.0,0
