,Hauptkategorie,Subkategorie_1,Subkategorie_2,Ist 2018,Soll 2019,Soll 2020,Ist 2021,Ist 2022,Ist 2023,Ist 2024,Soll 2025,Plan 2026,Plan 2027,Plan 2028,Produktgruppe,Subprodukt,Ist 2024 %,Percentagechange Ist 2018 vs. Ist 2024,Ist 2018 %
353,Leistungsmengen,Anteil (in %) Kinder mit altersgemässer motorischer Entwicklung (1),Anteil (in %) Kinder mit altersgemässer motorischer Entwicklung (1),91.0,92.0,90.0,92.0,91.0,83.0,92.0,90.0,90.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,1.098901098901099,1.1,0
354,Leistungsmengen,Anteil (in %) Kinder mit altersgemässen kognitiven und nichtkognitiven Fähigkeiten (2),Anteil (in %) Kinder mit altersgemässen kognitiven und nichtkognitiven Fähigkeiten (2),95.0,95.0,95.0,95.0,96.0,91.0,90.0,95.0,95.0,,,Familie und Betreuung (570),Produkt 1 Frühe Förderung,-5.263157894736842,-5.3,0
355,Nettokosten,Kosten,Kosten,10139903.0,9821662.0,12906243.0,12212696.0,13177290.0,13569803.0,14053978.0,14537420.0,14712239.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,38.6007144249802,38.6,0
356,Nettokosten,Erlös,Erlös,79706.0,70000.0,0.0,45498.0,22142.0,19540.0,254034.0,115000.0,15000.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,218.71377311620205,218.7,0
357,Nettokosten,Nettokosten,Nettokosten,10060198.0,9751662.0,12906243.0,12167197.0,13155147.0,13550263.0,13799943.0,14422420.0,14697239.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,37.173671929717486,37.2,0
358,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,100.0,100.0,0
359,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl subventionierte Betreuungstage in Kitas,121940.0,123000.0,156000.0,154106.0,164589.0,172087.0,173320.0,185000.0,185000.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,42.13547646383467,42.1,0
360,Operative Ziele,Kinder mit entsprechendem Bedarf erhalten Zugang zu subventionierten Angeboten und nutzen diese. (L),Anzahl subventionierte Betreuungsstunden von Kindern in Tagesfamilien,42034.0,40000.0,43000.0,38312.0,43193.0,44650.0,55933.0,45000.0,60000.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,33.06608935623543,33.1,0
361,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Elternbeiträge pro Jahr in CHF,3647546.0,4000000.0,4600000.0,5809566.0,6508736.0,7042221.0,7252806.0,7450000.0,7561750.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,98.84070002132941,98.8,0
362,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Kostendeckungsgrad in %,29.0,30.0,28.0,34.0,35.0,36.0,36.0,35.0,35.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,24.137931034482758,24.1,0
363,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Maximale städtischer Beitrag pro Betreuungstag à 11 Std. in CHF (2),92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,0.0,0.0,0
364,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Anzahl subventionierte Betreuungsverträge in Kitas (1),919.0,980.0,1170.0,1156.0,1168.0,1176.0,1159.0,1300.0,1400.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,26.115342763873777,26.1,0
365,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Anzahl subventionierte Betreuungsverträge in Tagesfamilien (1),92.0,70.0,100.0,90.0,57.0,71.0,70.0,70.0,70.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-23.91304347826087,-23.9,0
366,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Durchschnittlicher städtischer Beitrag pro Betreuungstag in Kitas,78.0,77.0,78.0,75.0,70.0,74.0,75.0,74.0,74.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,-3.8461538461538463,-3.8,0
367,Leistungsmengen,Kennzahlen zu subventionierten Plätzen von privaten Anbietern mit Leistungsvereinbarungen,Durchschnittlicher städtischer Beitrag pro Betreuungsstunde in Tagesfamilien,8.12,8.0,8.0,7.9,8.05,8.03,8.69,8.0,8.0,,,Familie und Betreuung (570),Produkt 2 Beiträge an Kinderbetreuung in Kitas und Tagesfamilien,7.019704433497541,7.0,0
368,Nettokosten,Kosten,Kosten,3859027.0,3982208.0,4473004.0,4226445.0,4128474.0,4454106.0,4566317.0,5054112.0,4823466.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,18.328195164221448,18.3,0
369,Nettokosten,Erlös,Erlös,3859027.0,3982208.0,4476087.0,4137704.0,4048078.0,4429118.0,4521025.0,5063462.0,4823466.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,17.154531440179092,17.2,0
370,Nettokosten,Nettokosten,Nettokosten,0.0,0.0,-3083.0,88741.0,80396.0,24988.0,45293.0,-9350.0,0.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
371,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,100.0,100.0,100.0,98.0,98.0,99.0,99.0,100.0,100.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,-1.0,-1.0,0
372,Operative Ziele,Das Kinder- und Jugendheim Oberi stellt Plätze für Wohnen und Erziehen zur Verfügung.,Angebotene Plätze (Stichtag 1.9.),32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
373,Operative Ziele,Belegte Plätze total (Stichtag 1.9.) (1 Platz = 360 Betreuungstage) Das Kinder- und Jugendheim Oberi führt unter Einbezug der Bezugspersonen des Kindes pro betreutes Kind eine professionelle Erziehungs- und Förderplanung durch,Belegte Plätze total (Stichtag 1.9.) (1 Platz = 360 Betreuungstage) Das Kinder- und Jugendheim Oberi führt unter Einbezug der Bezugspersonen des Kindes pro betreutes Kind eine professionelle Erziehungs- und Förderplanung durch,29.0,29.0,30.0,29.0,28.0,29.0,29.0,30.0,30.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
374,Operative Ziele,Belegte Plätze total (Stichtag 1.9.) (1 Platz = 360 Betreuungstage) Das Kinder- und Jugendheim Oberi führt unter Einbezug der Bezugspersonen des Kindes pro betreutes Kind eine professionelle Erziehungs- und Förderplanung durch,Anteil (in %) Kinder mit dokumentierten Förderplänen (2 pro Jahr),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,0.0,0.0,0
375,Leistungsmengen,Tagestaxen pro Platz und Tag in CHF,Tagestaxen pro Platz und Tag in CHF,245.0,245.0,245.0,245.0,344.0,399.0,403.0,403.0,403.0,,,Familie und Betreuung (570),Produkt 3 Wohnangebot für Kinder- und Jugendliche,64.48979591836735,64.5,0
376,Nettokosten,Kosten,Kosten,17654366.0,17653761.0,21176188.0,24294713.0,26591232.0,30772926.0,34072836.0,35722351.0,38868328.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,92.99948805864793,93.0,0
377,Nettokosten,Erlös,Erlös,7832857.0,8261152.0,8956152.0,8394744.0,10504960.0,10685593.0,11594730.0,13560050.0,13832130.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,48.02683107836643,48.0,0
378,Nettokosten,Nettokosten,Nettokosten,9821509.0,9392609.0,12220036.0,15899968.0,16086272.0,20087333.0,22478106.0,22162301.0,25036198.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,128.8661141582215,128.9,0
379,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,44.0,47.0,42.0,35.0,40.0,35.0,34.0,38.0,36.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,-22.727272727272727,-22.7,0
380,Operative Ziele,Jedes Kind hat seinen Betreuungsplatz nach Bedarf Anteil nach der Anmeldung aufgenommener Kinder in %,Jedes Kind hat seinen Betreuungsplatz nach Bedarf Anteil nach der Anmeldung aufgenommener Kinder in %,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,0.0,0.0,0
381,Leistungsmengen,Anzahl Plätze,"in Tagesschule (Kindergarten, Primarstufe) Stichtag 31.12.",1597.0,1597.0,1685.0,1909.0,2074.0,2008.0,2115.0,2116.0,2215.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,32.435817157169694,32.4,0
382,Leistungsmengen,Anzahl Plätze,Mittagstische (Sekundarstufe),79.0,100.0,100.0,100.0,212.0,216.0,216.0,216.0,216.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,173.41772151898732,173.4,0
383,Leistungsmengen,Anzahl betreute Schüler:innen (Stichtag 31.12.),Anzahl betreute Schüler:innen (Stichtag 31.12.),3169.0,3100.0,3400.0,3545.0,3946.0,4203.0,4408.0,4700.0,4900.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,39.09750710003156,39.1,0
384,Leistungsmengen,"Anteil (in %) der betreuten Schüler:innen (Kindergarten und Primarschule, Stichtag 31.12.)","Anteil (in %) der betreuten Schüler:innen (Kindergarten und Primarschule, Stichtag 31.12.)",36.0,36.0,37.0,38.0,41.0,43.0,44.0,47.0,50.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,22.22222222222222,22.2,0
385,Leistungsmengen,Durchschnittliche Kosten pro Betreuungsstunde,"in Tagesschule (Kindergarten, Primarstufe, Mittagstisch Sek)",7.8,8.12,8.8,7.93,7.28,8.13,8.53,7.98,8.95,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,9.358974358974354,9.4,0
386,Leistungsmengen,Durchschnittliche Kosten pro Betreuungsstunde,Anzahl Standorte,36.0,36.0,36.0,36.0,37.0,37.0,39.0,26.0,26.0,,,Familie und Betreuung (570),Produkt 4 Tagesstrukturen,8.333333333333332,8.3,0
387,1 Finanzen / Wirtschaftlichkeit,Ausgaben für Sport pro Einwohner/Einwohnerin (1) in CHF,Ausgaben für Sport pro Einwohner/Einwohnerin (1) in CHF,128.0,117.0,120.0,129.0,122.0,123.0,124.0,126.0,132.0,130.0,128.0,Sportamt (590),Sportamt (590),-3.125,-3.1,0
388,1 Finanzen / Wirtschaftlichkeit,Kostendeckungsgrad Sportamt mit Kapitalkosten,Kostendeckungsgrad Sportamt mit Kapitalkosten,22.0,23.0,22.0,20.0,24.0,25.0,24.0,24.0,23.0,23.0,23.0,Sportamt (590),Sportamt (590),9.090909090909092,9.1,0
389,1 Finanzen / Wirtschaftlichkeit,Kostendeckungsgrad Sportamt ohne Kapitalkosten,Kostendeckungsgrad Sportamt ohne Kapitalkosten,39.0,40.0,37.0,33.0,37.0,38.0,36.0,36.0,33.0,34.0,35.0,Sportamt (590),Sportamt (590),-7.6923076923076925,-7.7,0
390,1 Finanzen / Wirtschaftlichkeit,Beitrag Jugendsportförderung in CHF,Beitrag Jugendsportförderung in CHF,245000.0,245000.0,245000.0,300000.0,300000.0,300000.0,300000.0,300000.0,350000.0,350000.0,350000.0,Sportamt (590),Sportamt (590),22.448979591836736,22.4,0
391,2 Qualität,In den Zwischenjahren werden vier Schwerpunkte befragt oder ausgewertet.,Energieverbrauch (5),880989.0,870386.0,888575.0,841724.0,951759.0,1136997.0,1369696.0,1318771.0,1426968.0,1426968.0,1426968.0,Sportamt (590),Sportamt (590),55.472542789978085,55.5,0
392,3 Kundenorientierung und Imagepflege,Anzahl verkaufte Sportpässe pro Jahr,Anzahl verkaufte Sportpässe pro Jahr,17689.0,17000.0,18000.0,11184.0,16125.0,16359.0,14747.0,17000.0,17000.0,17000.0,17000.0,Sportamt (590),Sportamt (590),-16.631805076601278,-16.6,0
393,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Hallen- und Freibad Geiselweid (2),Anzahl Eintritte Hallen- und Freibad Geiselweid (2),348819.0,350000.0,350000.0,203751.0,327434.0,357101.0,343136.0,360000.0,360000.0,360000.0,360000.0,Sportamt (590),Sportamt (590),-1.6292117115180078,-1.6,0
394,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),80005.0,80000.0,80000.0,60644.0,84308.0,84878.0,87350.0,85000.0,90000.0,90000.0,90000.0,Sportamt (590),Sportamt (590),9.180676207737017,9.2,0
395,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),Mädchen,1969.0,1900.0,2000.0,2177.0,2048.0,2122.0,2210.0,2200.0,2200.0,2200.0,2200.0,Sportamt (590),Sportamt (590),12.2397155916709,12.2,0
396,3 Kundenorientierung und Imagepflege,Anzahl Eintritte Eissportanlage Deutweg (3) Anzahl durch die Vereine gemeldete Jugendliche (Mädchen/Knaben),Knaben,3601.0,3400.0,3600.0,3764.0,3378.0,3680.0,4052.0,3800.0,3800.0,3800.0,3800.0,Sportamt (590),Sportamt (590),12.524298805887254,12.5,0
397,Globalkredit,Nettokosten / Globalkredit,Nettokosten / Globalkredit,14672918.0,13544264.0,14337338.0,15117366.0,14466667.0,14888456.0,15330888.0,15577463.0,16527820.0,16570541.0,16527908.0,Sportamt (590),Sportamt (590),4.484247782206648,4.5,0
398,Globalkredit,Nettokosten / Globalkredit,Personalkosten,4783067.0,4859557.0,5056093.0,5049050.0,5262457.0,5378928.0,5751063.0,5936306.0,5985837.0,6000613.0,5998613.0,Sportamt (590),Sportamt (590),20.237977013493644,20.2,0
399,Globalkredit,Nettokosten / Globalkredit,Sachkosten,4134407.0,3805854.0,4129883.0,3693940.0,4335634.0,4973730.0,4849735.0,5145554.0,5941005.0,5724505.0,5482505.0,Sportamt (590),Sportamt (590),17.301828291215646,17.3,0
400,Globalkredit,Nettokosten / Globalkredit,Informatikkosten,,248254.0,238595.0,259609.0,305703.0,295553.0,333997.0,354606.0,333443.0,331443.0,331443.0,Sportamt (590),Sportamt (590),0.0,0.0,0
401,Globalkredit,Nettokosten / Globalkredit,Beiträge an Dritte,905883.0,830000.0,830000.0,1376089.0,1686003.0,1479879.0,1696558.0,1548107.0,1698107.0,1692040.0,1692040.0,Sportamt (590),Sportamt (590),87.28224285034601,87.3,0
402,Globalkredit,Nettokosten / Globalkredit,Residualkosten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportamt (590),Sportamt (590),0.0,0.0,0
403,Globalkredit,Nettokosten / Globalkredit,Kalk. Abschreibungen und Zinsen / Finanzaufwand,8478728.0,7431672.0,7514328.0,7631859.0,6749992.0,6898866.0,6699218.0,6807079.0,6776199.0,7068377.0,7314645.0,Sportamt (590),Sportamt (590),-20.98793592623799,-21.0,0
404,Globalkredit,Nettokosten / Globalkredit,Mietkosten,283651.0,281650.0,301700.0,302987.0,318897.0,315640.0,325633.0,316050.0,320050.0,320050.0,320050.0,Sportamt (590),Sportamt (590),14.800582405843802,14.8,0
405,Globalkredit,Nettokosten / Globalkredit,Übrige Kosten,174664.0,185760.0,195549.0,241553.0,292450.0,406569.0,485809.0,329357.0,364922.0,373322.0,378422.0,Sportamt (590),Sportamt (590),178.1391700636651,178.1,0
406,Globalkredit,Nettokosten / Globalkredit,Kosten inkl. Verrechnung,18760400.0,17642747.0,18266148.0,18555087.0,18951135.0,19749165.0,20142011.0,20437058.0,21419563.0,21510351.0,21517718.0,Sportamt (590),Sportamt (590),7.3645071533656,7.4,0
407,Globalkredit,Nettokosten / Globalkredit,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sportamt (590),Sportamt (590),0.0,0.0,0
408,Globalkredit,Total effektive Kosten,Total effektive Kosten,18760400.0,17642747.0,18266148.0,18555087.0,18951135.0,19749165.0,20142011.0,20437058.0,21419563.0,21510351.0,21517718.0,Sportamt (590),Sportamt (590),7.3645071533656,7.4,0
409,Globalkredit,Total effektive Kosten,Verkäufe,144637.0,131500.0,131500.0,93589.0,146457.0,154625.0,146538.0,150000.0,152000.0,152000.0,152000.0,Sportamt (590),Sportamt (590),1.314324826980648,1.3,0
410,Globalkredit,Total effektive Kosten,Gebühren,3492536.0,3517100.0,3391600.0,2773015.0,3828303.0,4193215.0,4126290.0,4247140.0,4251170.0,4301170.0,4351170.0,Sportamt (590),Sportamt (590),18.145954687367574,18.1,0
411,Globalkredit,Total effektive Kosten,Übrige externe Erlöse,215905.0,260909.0,217090.0,379609.0,298528.0,290758.0,320998.0,267615.0,293733.0,291800.0,291800.0,Sportamt (590),Sportamt (590),48.675574905629794,48.7,0
412,Globalkredit,Total effektive Kosten,Beiträge von Dritten,14200.0,0.0,0.0,4000.0,0.0,0.0,,,,,,Sportamt (590),Sportamt (590),0.0,0.0,0
413,Globalkredit,Total effektive Kosten,Interne Erlöse,220205.0,188974.0,3928810.0,187508.0,211180.0,222111.0,217297.0,194840.0,194840.0,194840.0,194840.0,Sportamt (590),Sportamt (590),-1.3205876342499034,-1.3,0
414,Globalkredit,Total effektive Kosten,Erlöse inkl. Verrechnung,4087483.0,4098483.0,,3437721.0,4484468.0,4860709.0,4811123.0,4859595.0,4891743.0,4939810.0,4989810.0,Sportamt (590),Sportamt (590),17.703804517352122,17.7,0
415,Globalkredit,Total effektive Kosten,Verrechnungen innerhalb PG,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Sportamt (590),Sportamt (590),0.0,0.0,0
416,Globalkredit,Total effektive Erlöse,Total effektive Erlöse,4087483.0,4098483.0,3928810.0,3437721.0,4484468.0,4860709.0,4811123.0,4859595.0,4891743.0,4939810.0,4989810.0,Sportamt (590),Sportamt (590),17.703804517352122,17.7,0
417,Globalkredit,Total Nettokosten / Globalkredit (finanziert durch Steuern),Total Nettokosten / Globalkredit (finanziert durch Steuern),14672918.0,13544264.0,14337338.0,15117366.0,14466667.0,14888456.0,15330888.0,15577463.0,16527820.0,16570541.0,16527908.0,Sportamt (590),Sportamt (590),4.484247782206648,4.5,0
418,Globalkredit,Kostendeckungsgrad in %,Kostendeckungsgrad in %,22.0,23.0,22.0,19.0,24.0,25.0,24.0,24.0,23.0,23.0,23.0,Sportamt (590),Sportamt (590),9.090909090909092,9.1,0
419,Stellenplan,Personal,Stelleneinheiten,42.9,39.92,40.92,43.3,46.0,46.7,48.4,46.3,47.1,,,Sportamt (590),Sportamt (590),12.820512820512823,12.8,0
420,Stellenplan,Personal,Auszubildende,7.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,7.0,,,Sportamt (590),Sportamt (590),0.0,0.0,0
421,Stellenplan,Personal,davon KV-Rotationsausbildungsplätze,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,Sportamt (590),Sportamt (590),-100.0,-100.0,0
422,Nettokosten,Kosten,Kosten,5842098.0,5928587.0,6009362.0,5161297.0,5483762.0,5776805.0,5847669.0,6109083.0,6128049.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,0.09535957801461051,0.1,0
423,Nettokosten,Erlös,Erlös,2235890.0,2325043.0,2164804.0,1563382.0,2064424.0,2372457.0,2279956.0,2387680.0,2442258.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,1.9708482975459438,2.0,0
424,Nettokosten,Nettokosten,Nettokosten,3606208.0,3603544.0,3844558.0,3597915.0,3419337.0,3404348.0,3567713.0,3721403.0,3685791.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-1.0674647718600814,-1.1,0
425,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,38.0,39.0,36.0,30.0,38.0,41.0,39.0,39.0,40.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,2.631578947368421,2.6,0
426,Operative Ziele,Finanzen: Kostengünstiger Betrieb des Hallen- und Freibades Geiselweid,Kostenüberschuss pro Eintritt (Eintritte Hallen- und Freibad) in Franken,10.34,10.3,10.97,17.66,10.44,9.53,10.4,10.34,10.24,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,0.5802707930367553,0.6,0
427,Operative Ziele,Kostendeckung Zusatzangebote Aqua Fitness in %,Kostendeckung Zusatzangebote Aqua Fitness in %,223.0,220.0,220.0,60.0,200.0,196.0,192.0,220.0,220.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-13.901345291479823,-13.9,0
428,Kostenüberschuss pro Eintritt (Eintritte Hallen- und Freibad) in,Öffnungszeiten des Hallenbades Geiselweid (Tage pro Jahr),Öffnungszeiten des Hallenbades Geiselweid (Tage pro Jahr),333.0,338.0,333.0,335.0,335.0,335.0,335.0,335.0,335.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,0.6006006006006006,0.6,0
429,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid (1),Anzahl Eintritte Hallen- und Freibad Geiselweid (1),348819.0,350000.0,350000.0,203751.0,327434.0,357101.0,343136.0,360000.0,360000.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-1.6292117115180078,-1.6,0
430,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag,1047.0,1035.0,1035.0,608.0,977.0,1066.0,1024.0,1075.0,1075.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-2.1967526265520534,-2.2,0
431,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Sommersaison (Mai - Mitte September) (2),Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Sommersaison (Mai - Mitte September) (2),1193.0,1120.0,1150.0,1005.0,1185.0,1254.0,1157.0,1200.0,1200.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,-3.0176026823134956,-3.0,0
432,Leistungsmengen,Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Wintersaison (Jan. - Mai und Mitte September - Ende Jahr) (2),Anzahl Eintritte Hallen- und Freibad Geiselweid pro Tag - Wintersaison (Jan. - Mai und Mitte September - Ende Jahr) (2),809.0,950.0,880.0,380.0,716.0,807.0,809.0,850.0,850.0,,,Sportamt (590),Produkt 1 Hallen- und Freibad Geiselweid,0.0,0.0,0
433,Nettokosten,Kosten,Kosten,2230826.0,2169577.0,2137322.0,2057360.0,2191094.0,2169353.0,2094479.0,2056734.0,2151101.0,,,Sportamt (590),Produkt 2 Quartierbäder,-6.111951357927512,-6.1,0
434,Nettokosten,Erlös,Erlös,14912.0,4000.0,4000.0,5169.0,1437.0,2450.0,852.0,4000.0,4000.0,,,Sportamt (590),Produkt 2 Quartierbäder,-94.28648068669528,-94.3,0
435,Nettokosten,Nettokosten,Nettokosten,2215914.0,2165577.0,2133322.0,2052191.0,2189657.0,2166902.0,2093627.0,2052734.0,2147101.0,,,Sportamt (590),Produkt 2 Quartierbäder,-5.5185805947342725,-5.5,0
436,Nettokosten,Kostendeckungsgrad in %,Kostendeckungsgrad in %,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Sportamt (590),Produkt 2 Quartierbäder,-100.0,-100.0,0
437,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Wülflingen in Franken,5.43,6.61,6.85,9.46,6.01,6.09,5.85,5.47,5.78,,,Sportamt (590),Produkt 2 Quartierbäder,7.734806629834254,7.7,0
438,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Oberwinterthur in Franken,16.4,20.26,17.46,25.37,14.33,13.99,16.94,13.63,14.09,,,Sportamt (590),Produkt 2 Quartierbäder,3.292682926829285,3.3,0
439,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Töss in Franken,9.35,9.79,9.63,15.99,10.79,8.99,9.81,9.1,9.69,,,Sportamt (590),Produkt 2 Quartierbäder,4.9197860962566935,4.9,0
440,Operative Ziele,Finanzen: Halten des Kostenniveaus pro Eintritt,Nettokosten pro Eintritt Wolfensberg in Franken,4.64,5.77,5.7,7.25,5.27,4.85,5.8,4.84,5.3,,,Sportamt (590),Produkt 2 Quartierbäder,25.000000000000007,25.0,0
441,Operative Ziele,Davon Betriebsbeitrag pro Eintritt Quartierbäder Total in Franken,Davon Betriebsbeitrag pro Eintritt Quartierbäder Total in Franken,1.74,2.09,2.04,3.04,1.81,1.73,1.97,1.77,2.15,,,Sportamt (590),Produkt 2 Quartierbäder,13.218390804597698,13.2,0
442,Leistungsmengen,Erhaltung des Angebotes Anzahl Freibäder,Erhaltung des Angebotes Anzahl Freibäder,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,Sportamt (590),Produkt 2 Quartierbäder,0.0,0.0,0
443,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,"Anzahl Eintritte Quartierbäder Total, inkl. Saunen (1)",263759.0,220000.0,225000.0,151214.0,254083.0,266337.0,233719.0,260000.0,260000.0,,,Sportamt (590),Produkt 2 Quartierbäder,-11.389184824024962,-11.4,0
444,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Wülflingen (2),86694.0,75000.0,75000.0,48366.0,84432.0,86634.0,80199.0,85000.0,85000.0,,,Sportamt (590),Produkt 2 Quartierbäder,-7.491867949339055,-7.5,0
445,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Oberwinterthur (3),58933.0,45000.0,50000.0,34550.0,59370.0,60816.0,49894.0,60000.0,60000.0,,,Sportamt (590),Produkt 2 Quartierbäder,-15.337756435273956,-15.3,0
446,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Töss (4),48921.0,45000.0,45000.0,25360.0,45355.0,51302.0,44247.0,50000.0,50000.0,,,Sportamt (590),Produkt 2 Quartierbäder,-9.554179186852272,-9.6,0
447,Leistungsmengen,Nutzung: Optimale Auslastung der Quartierbäder,Anzahl Eintritte Wolfensberg (5),69211.0,55000.0,55000.0,42938.0,64926.0,67585.0,59379.0,65000.0,65000.0,,,Sportamt (590),Produkt 2 Quartierbäder,-14.20583433269278,-14.2,0
